timestamp,price
0,0.634196
1,0.633513
2,0.648508
3,0.650618
4,0.656254
5,0.654879
6,0.661157
7,0.659631
8,0.669120
9,0.659413
10,0.663702
11,0.658545
12,0.660284
13,0.652742
14,0.663130
15,0.668226
16,0.672043
17,0.667557
18,0.672948
19,0.670691
20,0.664894
21,0.667468
22,0.668003
23,0.675584
24,0.677094
25,0.674992
26,0.668986
27,0.668003
28,0.668539
29,0.668003
30,0.670107
31,0.668673
32,0.669568
33,0.673401
34,0.678104
35,0.679117
36,0.677048
37,0.672495
38,0.674172
39,0.670466
40,0.664011
41,0.660720
42,0.666667
43,0.666889
44,0.663702
45,0.662559
46,0.661244
47,0.656211
48,0.654450
49,0.654879
50,0.657030
51,0.662471
52,0.662822
53,0.659326
54,0.657462
55,0.660066
56,0.658545
57,0.655093
58,0.658762
59,0.659631
60,0.667557
61,0.667780
62,0.663350
63,0.665469
64,0.663790
65,0.666223
66,0.666089
67,0.668360
68,0.668315
69,0.673854
70,0.674400
71,0.673401
72,0.671006
73,0.670916
74,0.673854
75,0.674400
76,0.670556
77,0.669792
78,0.672043
79,0.681663
80,0.684229
81,0.686342
82,0.689417
83,0.687049
84,0.687049
85,0.687569
86,0.692185
87,0.698080
88,0.697837
89,0.712251
90,0.716589
91,0.716743
92,0.716486
93,0.715308
94,0.714286
95,0.712251
96,0.711845
97,0.702247
98,0.705219
99,0.708065
100,0.704225
101,0.701508
102,0.709320
103,0.703730
104,0.697837
105,0.696379
106,0.693963
107,0.697010
108,0.700035
109,0.695169
110,0.690703
111,0.694203
112,0.695894
113,0.697934
114,0.696621
115,0.696379
116,0.705965
117,0.710379
118,0.706964
119,0.706464
120,0.709723
121,0.708868
122,0.711238
123,0.710227
124,0.707364
125,0.706464
126,0.712251
127,0.717103
128,0.714439
129,0.713521
130,0.716589
131,0.716178
132,0.712504
133,0.711744
134,0.717875
135,0.705965
136,0.710732
137,0.709824
138,0.709220
139,0.710480
140,0.720202
141,0.727273
142,0.727802
143,0.725584
144,0.730727
145,0.732601
146,0.742005
147,0.737735
148,0.737191
149,0.740192
150,0.750638
151,0.751315
152,0.744048
153,0.747105
154,0.746826
155,0.759590
156,0.765697
157,0.773395
158,0.767165
159,0.780336
160,0.774114
161,0.777122
162,0.785238
163,0.793336
164,0.788333
165,0.784314
166,0.780336
167,0.778210
168,0.771605
169,0.764234
170,0.759013
171,0.770713
172,0.769941
173,0.766871
174,0.758150
175,0.751597
176,0.755744
177,0.761093
178,0.774893
179,0.777001
180,0.779727
181,0.765697
182,0.757576
183,0.756315
184,0.770713
185,0.768049
186,0.762660
187,0.764526
188,0.769527
189,0.775494
190,0.773994
191,0.778210
192,0.783085
193,0.774593
194,0.782779
195,0.782473
196,0.774593
197,0.782167
198,0.776096
199,0.781861
200,0.785238
201,0.784929
202,0.787402
203,0.780031
204,0.780214
205,0.787402
206,0.783085
207,0.780640
208,0.777001
209,0.775494
210,0.777001
211,0.783576
212,0.786968
213,0.799680
214,0.800000
215,0.803859
216,0.800961
217,0.800000
218,0.797639
219,0.802568
220,0.798594
221,0.802761
222,0.801732
223,0.799169
224,0.794597
225,0.788955
226,0.793651
227,0.788457
228,0.783085
229,0.783392
230,0.773994
231,0.778695
232,0.779120
233,0.785855
234,0.791766
235,0.792393
236,0.788955
237,0.790826
238,0.790202
239,0.784806
240,0.784314
241,0.787216
242,0.787402
243,0.775314
244,0.763942
245,0.759878
246,0.765111
247,0.765697
248,0.781555
249,0.783085
250,0.792267
251,0.789578
252,0.784006
253,0.773934
254,0.776398
255,0.785423
256,0.776096
257,0.781250
258,0.779362
259,0.776820
260,0.775795
261,0.785855
262,0.792393
263,0.794786
264,0.797957
265,0.794913
266,0.793651
267,0.791452
268,0.793336
269,0.788955
270,0.794913
271,0.798403
272,0.799233
273,0.800641
274,0.809913
275,0.808081
276,0.803536
277,0.809389
278,0.803213
279,0.800320
280,0.795545
281,0.788644
282,0.780336
283,0.781372
284,0.784745
285,0.775494
286,0.766871
287,0.766284
288,0.759878
289,0.753863
290,0.750751
291,0.746269
292,0.748783
293,0.729661
294,0.733945
295,0.730194
