41.13000107,12.48099995,36.5359993,9.354999542,4.423999786,1.31099999,38.66199875
37.52799988,10.13599968,33.93600082,7.532000065,4.434999943,1.215000033,37.12400055
37.9469986,11.30900002,35.33000183,9.006999969,2.099999905,0,36.46500015
38.95199966,11.89500046,35.54399872,9.43599987,3.380000114,1.215000033,33.60850143
38.11399841,11.47599983,35.40999985,9.623000145,2.036000013,0,31.85050011
36.77399826,10.97399998,34.9280014,9.248000145,2.036000013,0,30.53199959
39.0359993,11.81099987,37.15299988,10.07900047,2.036000013,0,30.09300041
39.37099838,11.30900002,36.5359993,9.409000397,2.068000078,0,29.87299919
33.92599869,8.461000443,31.89900017,6.486999989,2.015000105,0,29.65299988
38.44900131,13.90499973,37.28699875,12.14299965,1.269000053,0,29.21349907
35.93600082,9.550000191,34.25799942,8.041999817,1.269000053,0,27.45599937
35.76900101,9.465999603,33.93600082,7.907999992,1.269000053,0,27.45599937
40.20899963,12.98400021,38.76100159,11.09799957,1.343000054,0,27.23649979
37.02500153,11.89500046,35.73199844,10.42700005,1.386000037,0,26.57699966
39.95700073,13.31900024,38.57300186,11.41899967,1.289999962,0,26.79700089
40.29199982,13.48700047,39.05599976,11.875,1.269000053,0,26.79700089
40.87900162,13.56999969,39.45800018,11.84799957,1.493000031,0,26.79700089
42.13499832,13.40299988,39.24399948,11.28499985,2.707999945,0,26.57749939
42.72200012,13.98900032,39.37799835,11.60700035,2.707999945,0,26.57749939
37.36100006,10.47099972,34.47200012,8.604999542,2.707999945,0,26.13750076
41.13000107,12.64900017,37.76900101,10.40100002,2.707999945,0,26.13750076
36.52299881,10.47099972,33.50699997,8.496999741,2.707999945,0,25.69849968
36.10400009,10.38700008,34.12400055,9.006999969,2.707999945,0,25.91799927
36.43899918,10.63899994,33.47999954,8.925999641,2.707999945,0,25.91799927
35.60100174,11.47599983,33.69499969,9.890999794,1.534999967,0,25.91799927
32.92100143,9.968000412,32.27399826,8.819000244,0,0,26.35750008
31.32900047,9.550000191,30.34399986,8.496999741,0,0,26.13750076
30.6590004,9.213999748,29.83499908,8.255999565,0,0,25.69849968
30.82699966,9.130999565,29.75399971,8.015000343,1.215000033,0,25.69849968
29.48600006,8.293000221,28.54800034,7.157000065,0,0,25.91799927
30.07299995,7.454999924,28.68199921,6.111999989,1.289999962,0,25.91799927
33.08800125,8.711999893,30.96100044,7.022999763,1.258000016,0,25.91799927
34.09400177,8.87899971,31.54999924,7.397999763,2.483999968,0,25.47850037
34.59600067,9.381999969,31.97900009,7.612999916,2.483999968,0,25.69799995
29.82099915,8.125,27.50300026,6.620999813,2.483999968,0,25.91799927
31.58099937,7.706999779,28.76300049,6.004000187,2.483999968,0,25.91799927
30.57500076,7.203999996,27.95800018,5.789999962,2.483999968,0,26.13750076
30.15600014,7.203999996,27.39500046,5.521999836,2.483999968,0,26.35750008
29.31900024,6.449999809,26.40399933,4.879000187,2.483999968,0,26.57749939
30.90999985,7.454999924,27.8239994,5.736000061,2.483999968,0,27.45599937
32.33399963,8.711999893,28.36000061,6.620999813,3.881000042,1.225999951,27.6760006
32.16699982,7.706999779,28.36000061,5.736000061,3.763000011,0,28.1154995
31.83200073,7.539000034,28.95000076,5.789999962,3.753000021,0,28.55450058
32.25099945,8.293000221,27.8239994,5.978000164,3.753000021,1.225999951,28.77449989
31.91600037,7.539000034,27.42200089,5.388000011,5.043000221,1.236999989,29.6534996
31.32900047,8.376999855,28.68199921,6.593999863,3.604000092,0,29.21349907
36.10400009,9.550000191,32.51499939,7.157000065,4.882999897,1.588999987,27.89550018
36.02000046,10.05200005,32.56900024,7.907999992,3.433000088,0,27.23649979
36.35499954,9.968000412,32.51499939,7.827000141,3.433000088,0,27.67550087
35.18299866,12.06299973,31.38999939,9.784000397,3.433000088,1.322000027,28.55450058
36.85800171,11.22500038,32.67599869,8.791999817,3.433000088,1.236999989,28.55450058
35.18299866,10.47099972,32.06000137,8.524000168,3.433000088,0,28.55450058
32.16699982,8.87899971,28.70899963,6.915999889,3.433000088,0,28.1154995
34.00999832,10.13599968,30.45100021,8.282999992,3.433000088,0,28.1154995
34.17699814,10.22000027,32.30099869,8.899999619,1.98300004,0,27.89550018
32.75299835,8.963000298,29.59399986,7.077000141,3.155999899,0,27.67550087
32.41799927,8.87899971,29.40600014,7.130000114,3.155999899,0,27.23649979
29.56999969,10.72200012,27.34199905,9.569999695,3.155999899,0,28.1154995
34.51200104,12.06299973,30.98699951,9.998999596,3.155999899,0,28.77400017
33.5909996,11.3920002,29.96899986,9.328000069,3.155999899,0,29.6534996
35.51800156,12.81599998,32.03300095,10.72200012,3.155999899,0,31.41150093
35.68500137,13.15200043,33.13199997,11.0710001,3.155999899,0,31.41150093
33.84199905,12.48099995,30.61199951,10.40100002,3.01699996,0,31.41150093
32.66999817,12.31400013,29.86199951,10.29300022,3.01699996,0,31.41150093
34.09400177,12.31400013,31.06800079,10.29300022,3.01699996,0,32.50999832
40.45999908,14.32400036,36.88499832,11.84799957,3.01699996,0,32.72949982
40.29199982,13.65400028,37.04600143,11.5,3.01699996,0,32.94900131
35.60100174,11.3920002,32.72999954,9.354999542,2.516000032,0,32.94900131
37.36100006,11.64400005,34.09700012,9.48900032,3.923000097,0,31.85050011
38.2820015,12.7329998,35.0890007,10.5880003,3.923000097,0,30.75200081
38.19800186,13.06799984,34.36500168,10.56099987,3.923000097,1.246999979,29.87299919
37.52799988,12.64900017,33.99000168,10.40100002,3.421999931,0,29.43350029
36.43899918,13.15200043,33.99000168,10.98999977,3.325999975,0,28.99399948
