timestamp,price
0,0.785500
1,0.781800
2,0.786700
3,0.786000
4,0.784900
5,0.786600
6,0.788600
7,0.791000
8,0.793900
9,0.789400
10,0.791700
11,0.794100
12,0.793500
13,0.795400
14,0.775100
15,0.762200
16,0.758300
17,0.760500
18,0.763500
19,0.766000
20,0.768500
21,0.770200
22,0.773500
23,0.765500
24,0.766500
25,0.757500
26,0.754500
27,0.749300
28,0.752100
29,0.752100
30,0.745700
31,0.750000
32,0.756700
33,0.759500
34,0.758600
35,0.764600
36,0.765200
37,0.765000
38,0.760500
39,0.760100
40,0.763500
41,0.759600
42,0.758500
43,0.761100
44,0.759600
45,0.760700
46,0.760700
47,0.758000
48,0.761000
49,0.763500
50,0.756300
51,0.753600
52,0.754900
53,0.756500
54,0.752000
55,0.750400
56,0.747400
57,0.746900
58,0.745200
59,0.747100
60,0.752300
61,0.754800
62,0.756100
63,0.760500
64,0.766900
65,0.765000
66,0.765000
67,0.763000
68,0.764300
69,0.766300
70,0.766300
71,0.765000
72,0.765400
73,0.765300
74,0.770000
75,0.773200
76,0.770500
77,0.765500
78,0.766300
79,0.766000
80,0.756000
81,0.750300
82,0.750000
83,0.745700
84,0.752000
85,0.755200
86,0.754600
87,0.756500
88,0.757700
89,0.758500
90,0.758700
91,0.760000
92,0.766900
93,0.764500
94,0.762500
95,0.761700
96,0.760500
97,0.764000
98,0.764000
99,0.765300
100,0.762300
101,0.766800
102,0.766000
103,0.772000
104,0.767800
105,0.769300
106,0.767600
107,0.771000
108,0.771800
109,0.777500
110,0.772500
111,0.775100
112,0.774000
113,0.774300
114,0.775000
115,0.775600
116,0.779200
117,0.784000
118,0.783300
119,0.790100
120,0.785200
121,0.785100
122,0.784600
123,0.787500
124,0.785300
125,0.791600
126,0.796400
127,0.797400
128,0.799000
129,0.797400
130,0.802500
131,0.806600
132,0.796500
133,0.791300
134,0.780400
135,0.781500
136,0.789900
137,0.791500
138,0.781900
139,0.783800
140,0.783900
141,0.785800
142,0.785900
143,0.779200
144,0.789700
145,0.791600
146,0.793800
147,0.794000
148,0.785900
149,0.785000
150,0.790000
151,0.792500
152,0.795300
153,0.799200
154,0.797700
155,0.802500
156,0.806100
157,0.807100
158,0.804500
159,0.807000
160,0.808000
161,0.816200
162,0.820500
163,0.829300
164,0.833000
165,0.831100
166,0.830200
167,0.832500
168,0.816800
169,0.816000
170,0.814700
171,0.827800
172,0.823700
173,0.820800
174,0.812300
175,0.817000
176,0.818700
177,0.821000
178,0.826700
179,0.831600
180,0.833500
181,0.829100
182,0.826600
183,0.828800
184,0.831500
185,0.830300
186,0.831000
187,0.826700
188,0.825400
189,0.831100
190,0.829800
191,0.832000
192,0.833000
193,0.835100
194,0.833700
195,0.826500
196,0.814000
197,0.818300
198,0.788800
199,0.787000
200,0.777500
201,0.769000
202,0.782000
203,0.782000
204,0.778000
205,0.780400
206,0.783300
207,0.781200
208,0.783500
209,0.782100
210,0.784800
211,0.783700
212,0.776500
213,0.782000
214,0.787000
215,0.778500
216,0.778100
217,0.779400
218,0.772500
219,0.770700
220,0.772000
221,0.763500
222,0.765300
223,0.763500
224,0.765800
225,0.766300
226,0.768400
227,0.769100
228,0.772200
229,0.774000
230,0.776800
231,0.777300
232,0.769200
233,0.770000
234,0.773500
235,0.766700
236,0.767700
237,0.766000
238,0.758100
239,0.767500
240,0.766000
241,0.770100
242,0.771000
243,0.773400
244,0.773000
245,0.774000
246,0.774000
247,0.767500
248,0.770000
249,0.772000
250,0.773500
251,0.778400
252,0.779300
253,0.777500
254,0.778500
255,0.772800
256,0.773300
257,0.772800
258,0.776500
259,0.781000
260,0.788900
261,0.781700
262,0.777800
263,0.782000
264,0.784100
265,0.778700
266,0.776000
267,0.781200
268,0.783600
269,0.785000
270,0.782600
271,0.782000
