0.000000000000000000e+00 1.356019508590506906e-01 -8.276329627082062990e-02 -1.122262884367900698e-02
1.000000000000000000e+00 -2.870316752618060074e-02 1.275390615958797991e-01 -3.660766874615646593e-03
2.000000000000000000e+00 -1.069296945690797751e-01 4.777167234824632458e-01 -5.105989078339929349e-02
3.000000000000000000e+00 2.149730354310766534e-01 4.886777997608360846e-01 1.048594292308925036e-01
4.000000000000000000e+00 -1.192372655652374352e-01 2.758717375582090958e-01 -3.288825988222563584e-02
5.000000000000000000e+00 2.236308160570313341e-03 6.471751881698527276e-02 1.447283149570335447e-04
6.000000000000000000e+00 8.007349217490267179e-02 -2.876484093347782545e-01 -2.303097613029369758e-02
7.000000000000000000e+00 2.962627858873258940e-02 -4.772449290885328321e-01 -1.413852013879483664e-02
8.000000000000000000e+00 5.708791921376404205e-02 -4.278321758323839208e-01 -2.442162046685603452e-02
9.000000000000000000e+00 8.913076655860233122e-02 -3.894185649117003489e-01 -3.470220644333752574e-02
1.000000000000000000e+01 3.104184580222507650e-01 -2.291367829168351467e-01 -7.106832623408487759e-02
1.100000000000000000e+01 -7.747635432474762884e-02 4.024444392723744990e-01 -3.117487609383917668e-02
1.200000000000000000e+01 1.057750323190254360e-01 3.774311983401060777e-01 3.991219302417372411e-02
1.300000000000000000e+01 -9.530254621984175778e-02 3.014241359404927767e-01 -2.872253690754850500e-02
1.400000000000000000e+01 7.274540715617593134e-02 1.972283186156851831e-01 1.434696210957094216e-02
1.500000000000000000e+01 7.305091532568763757e-02 1.470596085998989930e-02 1.074283694930026380e-03
1.600000000000000000e+01 2.868696620099005223e-02 -1.507310187824322245e-01 -4.324002166831433618e-03
1.700000000000000000e+01 1.294408352802159379e-03 -4.429888342658320211e-01 -5.734084158492650397e-04
1.800000000000000000e+01 2.368281667467167506e-02 -4.297636192480447370e-01 -1.017783728230464181e-02
1.900000000000000000e+01 2.046974078210553327e-01 -3.643096283677050296e-01 -7.450413674304076639e-02
2.000000000000000000e+01 -6.072603487789104970e-02 5.673800774562990507e-02 -3.445467420228348881e-03
2.100000000000000000e+01 8.692104185991617049e-02 3.119986643651189717e-01 2.711592492924970801e-02
2.200000000000000000e+01 4.320971372202148109e-02 3.945926901202282400e-01 1.704941107482671470e-02
2.300000000000000000e+01 7.109524537323752558e-02 6.185880792249298654e-01 4.396449595123071152e-02
2.400000000000000000e+01 2.894907004212077251e-01 2.921426271597923896e-01 8.447179196750444208e-02
2.500000000000000000e+01 1.958103988426455611e-01 1.380265895309081281e-01 2.702375130059040884e-02
2.600000000000000000e+01 9.560577124466078380e-02 -2.203285558896858065e-01 -2.106312374136938559e-02
2.700000000000000000e+01 1.619523908152387115e-01 -3.591134690495446091e-01 -5.812650311094299388e-02
2.800000000000000000e+01 1.868912486169670983e-01 -4.134127253224849641e-01 -7.718637155031381203e-02
2.900000000000000000e+01 2.056425246301973320e-01 -3.452165773890203959e-01 -7.093159386546162015e-02
3.000000000000000000e+01 1.244283707272516443e-01 6.586988056906263773e-03 8.196081001577108912e-04
3.100000000000000000e+01 2.382205407721606216e-01 2.927690500958497477e-01 6.968707439651135316e-02
3.200000000000000000e+01 1.262366217098543353e-01 3.435515575795149434e-01 4.335519424681022471e-02
3.300000000000000000e+01 3.589136586650406580e-01 5.788142700256223572e-01 2.062532733663565154e-01
3.400000000000000000e+01 3.796019441250880755e-01 2.966412830073224538e-01 1.123677849533265549e-01
3.500000000000000000e+01 2.007237600045216896e-01 8.445778141591437499e-03 1.695267532729247519e-03
3.600000000000000000e+01 3.626089436345441563e-01 -2.505563532394273762e-01 -9.072903462764685123e-02
3.700000000000000000e+01 2.399627974314326451e-01 -4.649287318055629337e-01 -1.113343024254400127e-01
3.800000000000000000e+01 2.544332101586345152e-01 -4.512157069902987816e-01 -1.145522398998630870e-01
3.900000000000000000e+01 3.000055709009993854e-01 -2.354489392787731949e-01 -7.057726904782757327e-02
4.000000000000000000e+01 3.243729841672964298e-01 6.871081377938972889e-02 2.228608649394498917e-02
4.100000000000000000e+01 2.478299273639790745e-01 3.952400382510115051e-01 9.779574866031065516e-02
4.200000000000000000e+01 1.323680167514664496e-01 4.396456467989848793e-01 5.816218010350933387e-02
